matricula;curso;modalidade_entrada;ano_ingresso;data_colacao_grau;situacao_matricula;sexo;prazo_conclusao;id_curso;data_registro_diploma
201*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2019;;ATIVO;F;20282;518225;
140*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2009;;CANCELADO;F;20162;528322;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2013;19-11-2021;CONCLUÍDO;F;20191;527781;09-03-2022
173*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20232;528367;
202*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;CANCELADO;M;20292;528384;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2021;;ATIVO;M;20311;528390;
202*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2020;;CANCELADO;M;20272;528384;
202*****;LOGÍSTICA;AMPLA CONCORRENCIA;2021;29-04-2023;CONCLUÍDO;M;20242;547949;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2023;;ATIVO;M;20261;551645;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;;527777;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2010;;CANCELADO;M;20181;527776;
153*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2016;07-05-2021;CONCLUÍDO;F;20252;528371;19-11-2021
143*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;528367;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20182;527783;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20282;524921;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20182;527823;
152*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20232;528322;
490*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;528391;
201*****;CIÊNCIA DA COMPUTAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;ATIVO;F;20262;528391;
130*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;;553291;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2010;;CANCELADO;F;20111;527780;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;;527779;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20212;527785;
201*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;;CANCELADO;F;20272;518226;
201*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2019;;ATIVO;F;20262;528384;
202*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20312;518225;
202*****;AGROECOLOGIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;CANCELADO;F;20292;528371;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;09-09-2022;CONCLUÍDO;F;20232;527783;09-01-2023
201*****;GESTÃO DE TURISMO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;CANCELADO;F;20232;527780;
201*****;GESTÃO DE TURISMO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;NÃO CADASTRADO;F;20232;527780;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2021;;CANCELADO;F;20282;10306851;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2020;;FORMANDO;F;20272;527818;
202*****;ZOOTECNIA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20222;528390;
161*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2016;;CANCELADO;F;20261;518226;
201*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2019;;ATIVO;F;20272;518225;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2012;;CANCELADO;F;20172;527823;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2014;;CANCELADO;F;;527818;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20201;527818;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;553290;
201*****;FÍSICA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20261;518227;
202*****;DIREITO;AMPLA CONCORRENCIA;2021;;ATIVO;F;20302;1820821;
170*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;12-01-2022;CONCLUÍDO;F;20212;518224;18-03-2022
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20292;527783;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20292;548195;
202*****;AGRONOMIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;CANCELADO;F;20302;527777;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2022;;TRANCADO;F;20271;464219;
120*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;553291;
202*****;LOGÍSTICA;AMPLA CONCORRENCIA;2021;;NÃO CADASTRADO;F;20252;547949;
202*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;ATIVO;F;20302;518225;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;ATIVO;M;20282;527776;
202*****;LOGÍSTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;TRANCADO;M;20242;547949;
201*****;LOGÍSTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2019;;CANCELADO;F;20222;547949;
420*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2008;;CANCELADO;F;;528378;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20301;527818;
141*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;528378;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20281;527783;
142*****;MATEMÁTICA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20212;459794;
130*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2013;04-05-2019;CONCLUÍDO;F;20222;518226;
102*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;M;;518227;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2015;;CONCLUÍDO;M;20202;527783;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2018;29-03-2022;CONCLUÍDO;M;20252;528367;26-05-2022
202*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;CANCELADO;M;20282;528384;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;TRANCADO;M;20311;527783;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2022;;ATIVO;M;20252;551645;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;M;20262;553057;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20302;459794;
173*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20242;528384;
101*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;;553291;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2017;;CONCLUÍDO;F;20202;551645;
201*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;CANCELADO;F;20262;528322;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;528367;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20212;527783;
132*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;15-02-2019;CONCLUÍDO;F;20222;528322;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2015;28-02-2020;CONCLUÍDO;F;20242;527777;01-03-2021
201*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20272;528371;
120*****;FÍSICA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;518227;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2017;28-02-2020;CONCLUÍDO;M;20211;527780;25-05-2021
150*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;518224;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2015;;CONCLUÍDO;F;20222;527780;
112*****;ZOOTECNIA;AMPLA CONCORRENCIA;2015;01-02-2019;CONCLUÍDO;M;20242;528390;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2014;;CANCELADO;M;20182;527820;
202*****;FÍSICA;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20271;518227;
201*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2018;28-09-2022;CONCLUÍDO;M;20222;518224;17-01-2023
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;;CANCELADO;F;20252;548195;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2020;;ATIVO;F;20232;2301791;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20321;518226;
410*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;M;20152;528371;
160*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2016;;CANCELADO;M;;518227;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;527780;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2011;21-08-2015;CONCLUÍDO;M;20151;527779;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;553290;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;ATIVO;F;20282;528322;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2017;05-08-2022;CONCLUÍDO;F;20231;527818;11-10-2022
170*****;FÍSICA;AMPLA CONCORRENCIA;2017;;ATIVO;M;20262;518227;
202*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;ATIVO;M;20302;518224;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;CANCELADO;M;20251;553057;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20212;527783;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2020;;ATIVO;M;20292;527781;
350*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2010;14-02-2014;CONCLUÍDO;M;20172;528391;
160*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2007;;CANCELADO;M;20122;898738;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20211;527779;
201*****;ZOOTECNIA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;528390;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;09-09-2022;CONCLUÍDO;F;20212;527783;09-01-2023
151*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;;CANCELADO;M;;528371;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20222;527777;
202*****;DESIGN DE MODA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;CANCELADO;F;20262;553291;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2021;;ATIVO;F;20302;527781;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2014;;CANCELADO;F;;527780;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20211;527818;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;548195;
202*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;ATIVO;F;20312;528390;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;ATIVO;F;20302;528367;
202*****;AGRONOMIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;ATIVO;F;20322;527777;
170*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2017;;ATIVO;F;20242;553290;
200*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528391;
202*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;528378;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;CANCELADO;F;20291;527783;
160*****;DESIGN DE MODA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2016;;ATIVO;F;20212;553291;
202*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;ATIVO;F;20322;528390;
202*****;NUTRIÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;;FORMANDO;F;20272;527818;
161*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20202;528371;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20212;527776;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20232;527777;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;F;20162;528378;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20321;518226;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2014;;ATIVO;M;20241;527781;
201*****;CIÊNCIAS BIOLÓGICAS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;CANCELADO;F;20242;527781;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;527785;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;527776;
130*****;DESIGN DE MODA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2013;;CANCELADO;F;;553291;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2021;;TRANCADO;F;20292;527776;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2013;23-02-2018;CONCLUÍDO;F;20182;527781;
181*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;;ATIVO;M;20222;528378;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;527776;
201*****;NUTRIÇÃO;DISCIPLINA ISOLADA;2019;;CANCELADO;F;20251;527818;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20192;527783;
161*****;MATEMÁTICA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;459794;
131*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;528384;
202*****;GESTÃO AMBIENTAL;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;20-05-2022;CONCLUÍDO;F;20232;2301791;01-09-2023
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2019;;TRANCADO;F;20251;527783;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20181;527780;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527776;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;553290;
141*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2010;;CANCELADO;M;;528384;
142*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;29-03-2022;CONCLUÍDO;F;20222;528322;26-05-2022
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;527776;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527818;
201*****;ALIMENTOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;ATIVO;F;20242;527823;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;;527779;
202*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2020;;ATIVO;F;20252;553291;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20212;527781;
202*****;CIÊNCIAS BIOLÓGICAS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;CANCELADO;M;20322;527781;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;527818;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;;FORMANDO;F;20252;548195;
201*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20282;518226;
111*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;528384;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20191;527779;
220*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CANCELADO;F;;459794;
481*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;528322;
110*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;553291;
101*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;528378;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2022;;ATIVO;M;20321;518226;
170*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2009;;CANCELADO;F;20182;528371;
490*****;MATEMÁTICA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20172;459794;
163*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2014;15-02-2019;CONCLUÍDO;F;20232;528371;
202*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;ATIVO;F;20262;551645;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2023;;ATIVO;F;20262;551645;
191*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20222;528378;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20222;527777;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2023;;TRANCADO;F;20311;548195;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;527776;
172*****;MATEMÁTICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;459794;
202*****;GESTÃO AMBIENTAL;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;29-04-2023;CONCLUÍDO;F;20242;2301791;
201*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2019;;CANCELADO;F;20232;518224;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527785;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20252;527785;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2018;19-11-2021;CONCLUÍDO;F;20221;527780;09-03-2022
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;527823;
201*****;AGRONOMIA;;2017;;ATIVO;F;20271;527777;
150*****;ZOOTECNIA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;;528390;
202*****;CIÊNCIAS BIOLÓGICAS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;CANCELADO;F;20262;2259610;
102*****;FÍSICA;AMPLA CONCORRENCIA;2010;;CANCELADO;F;;518227;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20182;527823;
201*****;DIREITO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;ATIVO;F;20291;1820821;
162*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;528322;
170*****;FÍSICA;AMPLA CONCORRENCIA;2017;12-01-2022;CONCLUÍDO;F;20242;518227;18-03-2022
105*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2010;;CANCELADO;F;;518227;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20282;7587045;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;15-02-2019;CONCLUÍDO;F;20222;528378;
141*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2010;;CANCELADO;F;;528378;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;30-09-2022;CONCLUÍDO;F;20252;548195;07-11-2023
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;;527777;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2014;;CONCLUÍDO;F;20221;527776;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20271;527785;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2019;;FORMANDO;F;20262;528322;
162*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2016;17-12-2021;CONCLUÍDO;M;20232;528322;03-01-2022
201*****;MATEMÁTICA;AMPLA CONCORRENCIA;2018;;TRANCADO;M;20251;524921;
201*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2019;;ATIVO;M;20241;464219;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20242;527823;
173*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20242;528378;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20282;553290;
141*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;528322;
130*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2013;;CONCLUÍDO;M;;518224;
171*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;;CANCELADO;M;;528371;
151*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2010;;CANCELADO;M;;528384;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;CANCELADO;M;20232;553057;
202*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2021;29-09-2023;CONCLUÍDO;M;20252;553057;
150*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2015;15-03-2019;CONCLUÍDO;M;20222;553290;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;M;20182;528322;
123*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20242;528371;
210*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2007;;CONCLUÍDO;M;20142;528391;
202*****;ZOOTECNIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;ATIVO;F;20302;528390;
153*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2015;15-02-2019;CONCLUÍDO;M;20222;528367;
202*****;DESIGN DE INTERIORES;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;ATIVO;F;20252;2304089;
111*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2011;;CANCELADO;M;;518226;
160*****;FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20231;518227;
390*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528391;
171*****;MATEMÁTICA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;459794;
202*****;LOGÍSTICA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20262;547949;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;527785;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2016;12-05-2022;CONCLUÍDO;M;20212;527783;07-07-2022
193*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2016;;CANCELADO;M;;528384;
150*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;M;20221;518227;
202*****;FÍSICA;AMPLA CONCORRENCIA;2020;;ATIVO;M;20271;518227;
160*****;ZOOTECNIA;AMPLA CONCORRENCIA;2009;;CANCELADO;M;;528390;
361*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;528378;
340*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;M;20172;528371;
152*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;528322;
