matricula;curso;modalidade_entrada;ano_ingresso;data_colacao_grau;situacao_matricula;sexo;prazo_conclusao;id_curso;data_registro_diploma
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2021;;ATIVO;F;20302;527781;
313*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2017;19-08-2022;CONCLUÍDO;F;20242;528391;29-12-2022
210*****;ZOOTECNIA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20192;528390;
202*****;AGRONOMIA;AMPLA CONCORRENCIA;2023;;ATIVO;M;20322;21762375;
120*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;;CANCELADO;M;;518227;
253*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20242;528371;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2020;;TRANCADO;F;20281;553290;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;28-04-2023;CONCLUÍDO;F;20262;548195;
202*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2023;;CANCELADO;M;20302;528391;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2019;;ATIVO;M;20242;527783;
150*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2015;;CANCELADO;M;;518226;
201*****;DIREITO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;ATIVO;M;20291;1820821;
170*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;;CANCELADO;M;20262;518226;
140*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2014;;CANCELADO;M;;518226;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;ATIVO;M;20242;527783;
122*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;;CANCELADO;M;;518227;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;M;20222;527777;
231*****;MATEMÁTICA;AMPLA CONCORRENCIA;2012;;CANCELADO;M;;459794;
160*****;FÍSICA;AMPLA CONCORRENCIA;2016;;ATIVO;M;20242;518227;
161*****;FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;;518227;
201*****;LOGÍSTICA;;2017;;CONCLUÍDO;F;20202;547949;
202*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20252;551645;
201*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;29-03-2022;CONCLUÍDO;F;20252;528367;26-05-2022
201*****;QUÍMICA;AMPLA CONCORRENCIA;2012;17-08-2018;CONCLUÍDO;F;20202;527785;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;20211;527818;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;548195;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2022;;ATIVO;F;20292;527818;
130*****;FÍSICA;AMPLA CONCORRENCIA;2013;01-02-2020;CONCLUÍDO;F;20201;518227;
130*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;553291;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;;ATIVO;F;20252;548195;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2022;;ATIVO;F;20252;524499;
220*****;ZOOTECNIA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20192;528390;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2017;09-09-2022;CONCLUÍDO;F;20231;527818;09-01-2023
191*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2014;;CANCELADO;F;;528378;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;CANCELADO;F;20282;528322;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;ATIVO;F;20262;528378;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;M;20292;548195;
282*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20202;528322;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20272;527777;
202*****;GESTÃO DE TURISMO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;CANCELADO;F;20252;527780;
231*****;ZOOTECNIA;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;528390;
110*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;553291;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;;527783;
120*****;FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;;CANCELADO;M;;518227;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2016;19-11-2021;CONCLUÍDO;M;20212;527781;09-03-2022
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;2018;18-12-2020;CONCLUÍDO;M;20232;553057;03-03-2021
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2017;;CANCELADO;M;20212;527820;
201*****;LOGÍSTICA;AMPLA CONCORRENCIA;2019;07-05-2021;CONCLUÍDO;F;20231;547949;07-07-2021
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;553290;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;527783;
202*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2023;;ATIVO;F;20272;527820;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2019;;NÃO CADASTRADO;F;20222;551645;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20262;548195;
202*****;CIÊNCIAS BIOLÓGICAS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2022;;ATIVO;F;20312;527781;
201*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20282;528371;
201*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;TRANCADO;F;20222;551645;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;;ATIVO;F;20272;527776;
212*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2013;;CANCELADO;F;;528391;
170*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2017;22-07-2021;CONCLUÍDO;F;20242;553290;27-07-2021
150*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;F;;518225;
291*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20212;528378;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20232;553057;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2017;;ATIVO;M;20252;527785;
260*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;F;20152;528322;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;;CANCELADO;F;20271;528378;
251*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2013;;CANCELADO;M;20211;528371;
420*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;M;20152;528391;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2021;;TRANCADO;F;20281;10154958;
202*****;MATEMÁTICA;AMPLA CONCORRENCIA;2020;;ATIVO;M;20262;524921;
201*****;FÍSICA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20251;518227;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20282;548195;
222*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2015;06-09-2022;CONCLUÍDO;M;20222;528391;29-12-2022
210*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2007;21-01-2011;CONCLUÍDO;M;20142;528378;
202*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2020;;ATIVO;M;20292;518226;
201*****;FÍSICA;AMPLA CONCORRENCIA;2019;;CANCELADO;M;20262;518227;
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;M;20302;527776;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2020;29-09-2023;CONCLUÍDO;M;20242;464219;01-11-2023
202*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;ATIVO;M;20302;10306851;
201*****;CIÊNCIA DA COMPUTAÇÃO;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20252;528391;
201*****;GESTÃO AMBIENTAL;;2017;12-11-2021;CONCLUÍDO;M;20211;527779;09-03-2022
150*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;M;;518226;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2015;28-02-2020;CONCLUÍDO;F;20242;527777;22-01-2021
202*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2023;;ATIVO;F;20302;528322;
202*****;AGRONOMIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2023;;CANCELADO;F;20322;21762375;
170*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2017;28-09-2023;CONCLUÍDO;F;20272;518225;
201*****;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;;2016;;CANCELADO;M;20202;553057;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20251;527818;
202*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20241;527779;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;;527823;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;;527823;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2021;;ATIVO;F;20282;527818;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20242;527823;
232*****;ZOOTECNIA;AMPLA CONCORRENCIA;2017;19-08-2022;CONCLUÍDO;F;20262;528390;29-12-2022
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;ATIVO;F;20262;548195;
201*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;NÃO CADASTRADO;F;20222;551645;
202*****;AGRONOMIA;ACAO AFIRMATIVA - PRONAF;2022;;CANCELADO;F;20312;527777;
201*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2018;;ATIVO;F;20252;528378;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;;ATIVO;F;20252;548195;
202*****;SISTEMAS DE INFORMAÇÃO;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20292;10306851;
201*****;QUÍMICA;AMPLA CONCORRENCIA;2017;22-02-2022;CONCLUÍDO;F;20252;527785;25-05-2022
202*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;TRANCADO;F;20251;551645;
111*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2011;04-05-2019;CONCLUÍDO;F;20211;518226;
202*****;QUÍMICA;AMPLA CONCORRENCIA;2020;;CANCELADO;F;20282;527785;
202*****;MATEMÁTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;CANCELADO;F;20282;7587045;
202*****;ENGENHARIA METALÚRGICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2020;;CANCELADO;F;20302;518225;
201*****;MATEMÁTICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;29-03-2022;CONCLUÍDO;F;20252;459794;26-05-2022
202*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;CANCELADO;F;20272;528378;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2019;28-04-2023;CONCLUÍDO;F;20262;548195;
202*****;EDUCAÇÃO FÍSICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2021;;ATIVO;F;20282;527783;
202*****;ZOOTECNIA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2023;;ATIVO;F;20321;528390;
250*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528384;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2018;12-11-2021;CONCLUÍDO;F;20242;527818;09-03-2022
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527780;
201*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;CANCELADO;F;20222;551645;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2022;;TRANCADO;F;20322;527781;
201*****;ALIMENTOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2017;;CANCELADO;F;20231;527823;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527818;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2018;30-09-2022;CONCLUÍDO;F;20261;548195;07-11-2023
363*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20232;528378;
201*****;ZOOTECNIA;AMPLA CONCORRENCIA;2018;;CANCELADO;F;20291;528390;
293*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20252;528371;
201*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2019;24-02-2022;CONCLUÍDO;F;20232;464219;20-05-2022
202*****;FÍSICA;AMPLA CONCORRENCIA;2021;;CANCELADO;M;20301;518227;
140*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2014;;CANCELADO;M;20212;518224;
201*****;MATEMÁTICA;AMPLA CONCORRENCIA;2018;;CANCELADO;M;20251;524921;
430*****;MATEMÁTICA;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;M;20152;459794;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2020;;ATIVO;M;20272;548195;
241*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;528378;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2018;09-09-2022;CONCLUÍDO;F;20232;527783;09-01-2023
170*****;ENGENHARIA MECATRÔNICA;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20262;518226;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2022;;ATIVO;F;20272;2304089;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;;ATIVO;F;20272;553290;
202*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2022;;ATIVO;F;20322;518225;
201*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2018;;ATIVO;F;20252;527776;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2014;;CANCELADO;F;20192;527781;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2016;08-04-2021;CONCLUÍDO;F;20212;527781;20-07-2021
201*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20292;518225;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;F;20181;527818;
201*****;FÍSICA;AMPLA CONCORRENCIA;2019;;ATIVO;F;20281;518227;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2015;;CANCELADO;F;;527818;
432*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2015;07-02-2020;CONCLUÍDO;F;20222;528322;
170*****;DESIGN DE MODA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2017;19-05-2023;CONCLUÍDO;F;20222;553291;26-05-2023
210*****;LATICÍNIOS;AMPLA CONCORRENCIA;2008;12-08-2011;CONCLUÍDO;F;20132;898737;
201*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;;527781;
202*****;DESIGN DE INTERIORES;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2022;;ATIVO;F;20272;2304089;
202*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2020;;ATIVO;F;20272;553290;
202*****;DESIGN DE INTERIORES;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2020;28-09-2023;CONCLUÍDO;F;20242;2304089;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20191;527818;
242*****;ZOOTECNIA;AMPLA CONCORRENCIA;2017;29-03-2022;CONCLUÍDO;F;20262;528390;26-05-2022
201*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2018;;ATIVO;F;20252;528384;
251*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2012;26-02-2016;CONCLUÍDO;F;20192;528378;
201*****;GESTÃO DE TURISMO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20171;527780;
201*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;M;20231;527783;
130*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;23-06-2022;CONCLUÍDO;F;20202;553290;19-07-2022
201*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2019;;NÃO CADASTRADO;F;20222;551645;
202*****;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;AMPLA CONCORRENCIA;2020;;ATIVO;F;20242;464219;
201*****;ZOOTECNIA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2018;;ATIVO;M;20272;528390;
201*****;ADMINISTRAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2019;06-02-2023;CONCLUÍDO;M;20262;527776;17-05-2023
201*****;CIÊNCIA DA COMPUTAÇÃO;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2019;;ATIVO;M;20262;528391;
202*****;SISTEMAS PARA INTERNET;ESCOLA PUBLICA - INDEPENDENTE DA RENDA PRETO/PARDO/INDIGENA;2022;;ATIVO;M;20262;527820;
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2022;;ATIVO;F;20292;548195;
201*****;ALIMENTOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2018;;CANCELADO;F;20232;527823;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;M;;527776;
201*****;AGRONOMIA;AMPLA CONCORRENCIA;2010;;CANCELADO;M;20212;527777;
220*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2008;;CANCELADO;M;;528384;
251*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CANCELADO;M;20192;528322;
120*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;M;;553290;
231*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2009;;CANCELADO;M;;528384;
202*****;AGRONOMIA;ACAO AFIRMATIVA - PRONAF;2023;;CANCELADO;M;20322;21762375;
202*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2022;;CANCELADO;M;20292;527783;
170*****;ENGENHARIA METALÚRGICA;AMPLA CONCORRENCIA;2017;28-09-2023;CONCLUÍDO;M;20272;518225;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2012;;CANCELADO;M;20162;527820;
211*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2010;;CANCELADO;M;;528384;
260*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2007;;CANCELADO;M;;528384;
270*****;LATICÍNIOS;AMPLA CONCORRENCIA;2007;12-03-2010;CONCLUÍDO;M;20122;898737;
201*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2016;12-11-2021;CONCLUÍDO;F;20232;527776;09-03-2022
130*****;DESIGN DE MODA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR - PRETO/PARDO/INDIGENA;2013;;CONCLUÍDO;F;;553291;
211*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;528378;
202*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2023;;CANCELADO;F;20302;527818;
201*****;MATEMÁTICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2018;;CANCELADO;F;20223;524921;
202*****;GESTÃO DE RECURSOS HUMANOS;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2023;;ATIVO;F;20262;551645;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2019;;ATIVO;F;20271;548195;
292*****;ZOOTECNIA;AMPLA CONCORRENCIA;2013;;CANCELADO;F;20222;528390;
201*****;GESTÃO DE RECURSOS HUMANOS;AMPLA CONCORRENCIA;2019;;NÃO CADASTRADO;F;20222;551645;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;AMPLA CONCORRENCIA;2019;28-04-2023;CONCLUÍDO;F;20262;548195;
201*****;NUTRIÇÃO;AMPLA CONCORRENCIA;2013;;CONCLUÍDO;F;20191;527818;
150*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2015;;CONCLUÍDO;F;;553291;
202*****;GESTÃO AMBIENTAL;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;ATIVO;F;20242;2301791;
201*****;ALIMENTOS;AMPLA CONCORRENCIA;2014;28-02-2020;CONCLUÍDO;F;20192;527823;03-03-2021
221*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2010;;CANCELADO;F;;528384;
511*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2011;;CONCLUÍDO;F;20182;528322;
120*****;DESIGN DE MODA;AMPLA CONCORRENCIA;2012;;CANCELADO;F;;553291;
292*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2013;01-02-2019;CONCLUÍDO;F;20202;528322;
202*****;FÍSICA;AMPLA CONCORRENCIA;2023;;ATIVO;F;20312;518227;
230*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2008;;CANCELADO;F;;528384;
202*****;DESIGN DE INTERIORES;AMPLA CONCORRENCIA;2022;;CANCELADO;F;20272;2304089;
251*****;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;AMPLA CONCORRENCIA;2009;;CONCLUÍDO;F;20162;528378;
773*****;AGROECOLOGIA;AMPLA CONCORRENCIA;2016;17-12-2021;CONCLUÍDO;F;20252;528371;03-01-2022
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2016;;CANCELADO;F;;527779;
450*****;ADMINISTRAÇÃO;AMPLA CONCORRENCIA;2008;;CONCLUÍDO;F;20152;528322;
283*****;CIÊNCIA E TECNOLOGIA DE LATICÍNIOS;AMPLA CONCORRENCIA;2017;;CANCELADO;F;20242;528384;
201*****;ZOOTECNIA;AMPLA CONCORRENCIA;2019;;CANCELADO;F;20291;528390;
220*****;MATEMÁTICA;AMPLA CONCORRENCIA;2010;;CONCLUÍDO;F;20172;459794;
202*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - RENDA FAMILIAR INFERIOR;2021;;CANCELADO;F;20311;518226;
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2012;;CONCLUÍDO;F;;527779;
202*****;CIÊNCIAS BIOLÓGICAS;AMPLA CONCORRENCIA;2021;;TRANCADO;F;20311;527781;
140*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2014;30-03-2023;CONCLUÍDO;F;20232;518226;12-05-2023
150*****;SISTEMAS DE INFORMAÇÃO;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2015;;CANCELADO;F;;518224;
201*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;;2016;08-10-2020;CONCLUÍDO;F;20232;548195;02-12-2020
202*****;LETRAS - LÍNGUA PORTUGUESA E LÍNGUA ESPANHOLA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2021;;ATIVO;F;20282;548195;
122*****;ENGENHARIA MECATRÔNICA;ESCOLA PUBLICA - INDEPENDENTE DA RENDA;2012;16-11-2021;CONCLUÍDO;F;20221;518226;09-12-2021
201*****;GESTÃO AMBIENTAL;AMPLA CONCORRENCIA;2011;;CANCELADO;F;;527779;
313*****;EDUCAÇÃO FÍSICA;AMPLA CONCORRENCIA;2016;;CANCELADO;F;20232;528367;
332*****;ZOOTECNIA;AMPLA CONCORRENCIA;2016;07-05-2021;CONCLUÍDO;M;20252;528390;19-11-2021
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2011;;CANCELADO;M;;527820;
201*****;FÍSICA;;2018;;CANCELADO;M;20252;518227;
201*****;SISTEMAS PARA INTERNET;AMPLA CONCORRENCIA;2010;;CANCELADO;M;;527820;
